"","AGE","BLUEBOOK","NEW_CAR","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"193",32,30470,0,"Panel Truck","Commercial","3","PhD",466804,"2",0,"Manager","0","No","0",6042,"Yes","yes","No","M",10,43,"Urban",7
"194",34,7240,0,"Minivan","Private","0","High School",113409,"3",23439,"Clerical","0","Yes","1",0,"No","no","Yes","F",4,38,"Urban",9
"195",46,21160,0,"Minivan","Private","0","Bachelors",214584,"0",68126,"Professional","0","Yes","0",0,"No","no","No","F",1,52,"Urban",11
"196",50,6500,1,"Sports Car","Private","0","High School",0,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",3,37,"Urban",0
"197",43,14070,1,"Sports Car","Private","1","High School",0,"1",23921,"Clerical","0","No","2",3805,"Yes","no","No","F",21,25,"Urban",8
"198",47,17410,0,"Van","Commercial","0","Bachelors",233925,"0",78953,"Blue Collar","0","Yes","1",0,"No","yes","No","M",4,23,"Urban",11
"199",46,12290,0,"Sports Car","Private","3","Masters",324375,"0",107872,"Lawyer","0","Yes","3",4784,"No","no","No","F",4,35,"Urban",10
"200",56,35620,0,"SUV","Private","0","High School",134847,"0",13692,"Home Maker","0","Yes","0",0,"No","no","No","F",1,28,"Urban",14
"201",40,28620,0.07,"Van","Commercial","1","Masters",252030,"0",74117,"Manager","0","Yes","0",5784,"No","no","No","F",1,24,"Urban",12
"202",38,14980,0,"SUV","Commercial","1","Bachelors",193720,"0",71263,"Blue Collar","0","Yes","0",29447,"No","no","Yes","F",9,34,"Urban",11
"203",36,29960,0,"Minivan","Commercial","0","Bachelors",277683,"1",109631,"Blue Collar","1","Yes","0",0,"No","no","No","F",10,15,"Urban",11
"204",30,16170,1,"Minivan","Commercial","0","High School",165402,"0",37614,"Blue Collar","0","Yes","1",0,"No","yes","No","M",6,75,"Rural",10
"205",42,7230,0,"Pickup","Commercial","0","High School",0,"0",2763,"Student","0","Yes","0",0,"No","no","No","M",4,44,"Rural",7
"206",54,16090,0,"SUV","Private","0","Bachelors",266099,"0",91916,"Professional","0","Yes","0",0,"No","no","No","F",1,42,"Rural",7
"207",39,5400,1,"Pickup","Commercial","0","No High School",0,"1",0,"Clerical","1","No","4",0,"Yes","yes","No","M",6,40,"Urban",12
"208",54,33700,0,"Minivan","Commercial","1","PhD",301004,"0",94995,"Clerical","0","Yes","6",5172,"No","yes","No","F",7,42,"Rural",9
"209",36,7290,1,"Minivan","Private","0","No High School",118100,"2",21873,"Clerical","1","No","0",0,"Yes","no","No","M",6,27,"Rural",9
"210",48,15590,0,"SUV","Private","0","Masters",256927,"0",92868,"Manager","0","Yes","2",0,"No","no","No","F",7,39,"Urban",5
"211",53,22070,0,"Pickup","Private","0","PhD",475137,"0",185291,"Manager","0","Yes","3",0,"No","no","No","F",17,49,"Urban",10
"212",48,12230,0,"Minivan","Private","0","Bachelors",208034,"0",59334,"Blue Collar","0","No","3",0,"No","yes","No","M",3,50,"Urban",12
"213",38,10120,0,"SUV","Private","3","High School",179539,"0",48207,"Clerical","0","No","4",1842,"No","no","No","F",3,38,"Urban",11
"214",45,7880,0,"SUV","Commercial","2","Bachelors",272829,"0",96708,"Blue Collar","0","Yes","7",4148,"No","no","No","F",4,29,"Urban",10
"215",30,1500,0,"Sports Car","Private","0","High School",0,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",10,18,"Rural",0
"216",46,29930,0,"Panel Truck","Commercial","2","Masters",0,"0",134752,"Manager","0","No","1",3722,"No","no","No","M",4,30,"Urban",10
"217",45,10520,0,"Sports Car","Private","0","Bachelors",209556,"1",39032,"Manager","1","No","1",0,"Yes","no","No","F",1,43,"Urban",10
"218",28,5810,0,"Minivan","Private","0","High School",0,"2",56943,"Clerical","0","No","0",0,"Yes","no","No","M",6,60,"Rural",12
"219",44,24900,0,"Panel Truck","Commercial","0","Masters",260524,"0",87190,"Professional","0","Yes","0",0,"No","yes","No","M",3,36,"Urban",12
"220",52,35190,0,"Panel Truck","Commercial","0","PhD",645241,"0",284898,"Manager","0","Yes","0",0,"No","yes","No","M",3,33,"Urban",14
"221",47,10990,0,"Pickup","Private","0","High School",144131,"0",28654,"Professional","0","No","2",0,"No","yes","No","M",1,22,"Rural",7
"222",45,16190,0,"Minivan","Private","0","Masters",318207,"1",91898,"Lawyer","0","Yes","2",0,"No","yes","No","M",14,47,"Urban",15
"223",36,18290,1,"Minivan","Private","0","No High School",133863,"3",26011,"Blue Collar","2","Yes","0",0,"No","no","Yes","M",6,41,"Urban",6
"224",39,7330,0,"SUV","Private","2","Bachelors",273486,"0",107949,"Professional","0","No","6",8043,"No","no","No","F",10,49,"Urban",11
"225",52,1500,0,"Minivan","Private","0","Bachelors",220288,"1",50726,"Manager","1","No","0",0,"Yes","no","No","M",7,12,"Urban",12
"226",40,10400,0,"Minivan","Private","2","Masters",0,"0",4404,"Home Maker","0","No","1",21205,"No","no","No","F",4,54,"Urban",11
"227",31,12860,1,"Minivan","Commercial","0","High School",125625,"2",35053,"Blue Collar","0","No","1",0,"Yes","yes","Yes","M",10,28,"Urban",7
"228",38,9760,0,"SUV","Private","4","Bachelors",164145,"0",44575,"Professional","0","Yes","4",3787,"No","no","Yes","F",11,31,"Urban",8
"229",47,21210,0,"Van","Commercial","0","No High School",150468,"0",30452,"Blue Collar","0","Yes","0",0,"No","yes","No","M",1,34,"Urban",11
"230",39,26370,0,"SUV","Private","0","Bachelors",151789,"2",28846,"Blue Collar","0","Yes","2",0,"No","no","No","F",1,16,"Urban",14
"231",48,20750,0,"Minivan","Private","1","Masters",378420,"0",144515,"Lawyer","0","Yes","0",3751,"No","no","No","M",10,48,"Urban",13
"232",45,14510,0,"Minivan","Commercial","0","Bachelors",0,"0",0,"Student","0","No","3",0,"No","no","No","M",1,22,"Rural",1.7
"233",41,12850,1,"Minivan","Commercial","3","Bachelors",273142,"2",97679,"Blue Collar","0","No","6",38815,"Yes","yes","No","M",1,22,"Urban",15
"234",55,29170,0,"SUV","Private","2","PhD",342198,"0",133966,"Lawyer","0","Yes","0",34507,"No","no","Yes","F",6,8,"Urban",12
"235",63,20960,1,"Sports Car","Private","0","Bachelors",319488,"0",86078,"Professional","0","Yes","0",0,"No","no","No","F",4,13,"Rural",17
"236",49,8850,1,"Minivan","Private","1","No High School",148422,"0",24513,"Blue Collar","0","Yes","1",1263,"No","yes","No","M",1,27,"Urban",12
"237",46,13050,0,"Minivan","Private","0","Masters",286457,"0",103455,"Lawyer","0","No","0",0,"No","yes","No","M",1,21,"Urban",12
"238",45,10740,1,"Minivan","Private","0","Bachelors",134906,"0",19599,"Home Maker","0","No","2",0,"No","no","No","F",6,43,"Rural",9.76714285714286
"239",46,16800,0,"Van","Private","0","Masters",342272,"0",107006,"Manager","0","Yes","4",0,"No","yes","No","M",16,7,"Urban",9
"240",53,20990,0,"Sports Car","Commercial","2","Bachelors",246532,"0",80023,"Blue Collar","0","Yes","5",29379,"No","no","Yes","F",4,58,"Urban",13
"241",35,11050,1,"Minivan","Private","0","No High School",0,"0",57241,"Clerical","0","No","0",0,"No","yes","No","M",4,36,"Rural",10
"242",35,26820,0,"SUV","Private","0","Masters",0,"0",122150,"Lawyer","0","Yes","2",0,"No","no","No","F",4,41,"Urban",11
"243",56,9910,1,"Minivan","Private","1","Bachelors",154530,"2",28088,"Clerical","2","No","3",1157,"Yes","yes","No","M",1,46,"Urban",17
"244",40,21160,0,"Van","Commercial","0","Masters",240143,"0",49978,"Manager","0","Yes","2",0,"No","yes","No","M",3,40,"Urban",11
"245",51,14370,0,"Minivan","Private","1","Bachelors",0,"0",94454,"Professional","0","No","0",5399,"No","no","No","M",3,30,"Urban",5
"246",48,9060,1,"SUV","Private","0","No High School",0,"0",0,"Student","0","No","2",0,"No","no","No","F",1,5,"Urban",0
"247",37,10860,0,"SUV","Private","3","Masters",148396,"2",31725,"Lawyer","0","Yes","3",3810,"No","no","No","F",4,32,"Urban",13
"248",37,8280,0,"Sports Car","Private","0","High School",132741,"2",30843,"Clerical","1","Yes","1",0,"No","no","No","F",6,33,"Urban",10
"249",39,7230,1,"SUV","Private","0","High School",0,"0",18274,"Clerical","0","No","0",0,"No","no","No","F",6,11,"Rural",13
"250",39,8510,0,"Minivan","Private","2","High School",0,"0",31131,"Clerical","0","No","5",37066,"No","yes","Yes","M",6,30,"Urban",10
"251",37,5700,0,"Sports Car","Private","1","High School",55527,"4",0,"Home Maker","0","Yes","6",4865,"No","no","No","F",1,5,"Urban",0
"252",50,9170,0,"Pickup","Private","2","No High School",0,"0",26748,"Blue Collar","0","No","1",25089,"No","no","Yes","M",1,25,"Urban",12
"253",57,34950,0,"Minivan","Private","0","Bachelors",204309,"1",53227,"Professional","1","Yes","0",0,"No","no","No","F",6,41,"Urban",13
"254",45,11580,0,"Pickup","Commercial","0","Bachelors",216312,"0",55848,"Clerical","0","Yes","1",0,"No","yes","No","M",6,51,"Urban",11.4685
"255",55,2950,0,"SUV","Private","0","PhD",0,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",4,36,"Urban",0
"256",63,7800,1,"Sports Car","Private","3","PhD",192050,"0",51046,"Doctor","0","Yes","5",14357,"No","no","No","F",1,18,"Urban",14
"257",47,9640,0,"Pickup","Private","0","High School",177502,"0",0,"Clerical","0","Yes","1",0,"No","no","No","M",10,8,"Urban",10
"258",44,17960,0,"SUV","Private","1","Bachelors",0,"0",46781,"Professional","0","No","5",6545,"No","no","No","F",11,29,"Urban",12
"259",54,10600,0,"Sports Car","Private","3","Bachelors",0,"1",0,"Student","1","Yes","1",5493,"No","no","No","F",1,37,"Urban",0
"260",43,16010,0,"Minivan","Private","0","High School",0,"3",28021,"Clerical","1","No","1",0,"Yes","no","No","M",4,31,"Rural",11
"261",49,8770,1,"Sports Car","Private","0","High School",0,"0",23711,"Clerical","0","No","0",0,"No","no","No","F",7,25,"Rural",11
"262",39,24060,0,"Panel Truck","Commercial","0","High School",126703,"0",49194,"Manager","0","Yes","0",0,"No","yes","No","M",10,34,"Urban",13
"263",58,3230,0,"SUV","Private","0","Masters",208445,"0",61265,"Lawyer","0","Yes","2",0,"No","no","No","F",10,49,"Urban",12
"264",41,19580,0,"Minivan","Private","0","High School",177209,"3",0,"Professional","0","Yes","3",0,"No","no","No","F",3,38,"Urban",15
"265",40,19100,0,"Minivan","Private","0","Masters",251400,"0",84506,"Lawyer","0","Yes","5",0,"No","no","Yes","F",6,32,"Urban",13
"266",39,15450,0,"Minivan","Private","0","Masters",185506,"0",51091,"Lawyer","0","Yes","0",0,"No","no","No","M",1,37,"Urban",13
"267",43,21400,0,"SUV","Private","1","Masters",299424,"0",94641,"Lawyer","0","Yes","0",11095,"No","no","No","F",6,52,"Urban",12
"268",51,24450,0,"Minivan","Private","0","High School",200023,"0",48263,"Professional","0","Yes","0",0,"No","no","No","F",1,39,"Urban",17
"269",39,18930,1,"Van","Commercial","0","No High School",0,"0",28830,"Clerical","0","No","5",0,"No","yes","Yes","M",1,50,"Urban",14
"270",23,5080,1,"Sports Car","Private","0","No High School",109363,"5",11666,"Clerical","0","Yes","4",0,"No","no","No","F",6,26,"Urban",14
"271",50,13790,0,"SUV","Commercial","0","High School",0,"0",62626,"Blue Collar","0","No","1",0,"No","no","No","F",6,36,"Urban",13
"272",40,27270,0,"Minivan","Private","0","Masters",293000,"0",93249,"Lawyer","0","No","0",0,"No","no","No","F",7,35,"Urban",14
"273",45,18510,1,"SUV","Private","0","High School",213351,"0",49116,"Clerical","0","No","0",0,"No","no","No","F",6,41,"Urban",14
"274",30,19340,0,"Van","Commercial","2","Masters",0,"2",0,"Manager","0","No","0",32990,"Yes","yes","Yes","M",6,52,"Urban",14
"275",54,18990,0,"Van","Private","0","Masters",212273,"0",46624,"Lawyer","0","No","0",0,"No","no","No","M",13,40,"Urban",10
"276",53,27300,0,"Panel Truck","Commercial","2","PhD",356989,"0",116419,"Manager","0","No","4",1404,"No","no","No","M",4,5,"Urban",12
"277",45,19550,0,"SUV","Private","0","Masters",0,"3",0,"Lawyer","2","No","5",0,"Yes","no","No","F",10,64,"Urban",17
"278",29,29510,1,"Pickup","Private","2","No High School",0,"1",15936,"Student","0","Yes","0",6111,"No","no","No","F",4,28,"Urban",14
"279",29,21330,1,"SUV","Commercial","0","High School",148600,"2",45299,"Blue Collar","0","Yes","0",0,"No","no","No","F",4,11,"Urban",14
"280",48,11270,0,"SUV","Private","0","High School",0,"0",49711,"Professional","0","No","0",0,"No","no","No","F",7,5,"Urban",12
"281",45,14830,0,"Minivan","Private","2","PhD",553525,"1",212914,"Doctor","0","No","4",25614,"Yes","yes","Yes","M",1,24,"Urban",12
"282",57,26900,0,"Panel Truck","Commercial","2","PhD",0,"0",114830,"Manager","0","No","0",28321,"No","no","No","M",4,26,"Urban",11
"283",35,6520,0,"Sports Car","Private","2","No High School",115903,"1",15234,"Clerical","0","Yes","5",7535,"No","no","No","F",20,6,"Urban",12
"284",34,13700,0,"SUV","Private","0","High School",116137,"0",31052,"Clerical","0","Yes","2",0,"No","no","No","F",5,63,"Urban",9
"285",50,6500,0,"SUV","Commercial","1","Bachelors",90196,"0",0,"Student","0","Yes","2",9098,"No","no","No","F",13,31,"Urban",1.27666666666667
"286",57,7200,0,"Pickup","Commercial","2","High School",160772,"1",41645,"Professional","1","Yes","0",5040,"No","yes","No","M",4,23,"Urban",14
"287",54,26930,0,"Minivan","Commercial","0","Bachelors",299542,"0",77864,"Blue Collar","0","Yes","0",0,"No","yes","No","M",1,72,"Rural",13
"288",65,11340,1,"Sports Car","Private","1","High School",127617,"0",22481,"Clerical","0","Yes","0",33075,"No","no","Yes","F",9,14,"Urban",15
"289",44,5900,0,"Pickup","Private","0","Masters",0,"0",62346,"Professional","0","No","0",0,"No","yes","Yes","M",1,42,"Urban",11
"290",52,6700,1,"SUV","Commercial","3","High School",273961,"0",81849,"Blue Collar","0","Yes","6",4235,"No","no","No","F",1,56,"Urban",11
"291",62,15770,0,"Sports Car","Private","1","Masters",237217,"1",54776,"Lawyer","1","Yes","6",11035,"No","no","No","F",4,16,"Urban",2
"292",46,7310,1,"Pickup","Private","0","High School",0,"0",19814,"Student","0","Yes","0",0,"No","yes","No","M",7,14,"Urban",9
"293",38,5850,0,"SUV","Private","1","No High School",0,"1",0,"Student","0","Yes","6",5090,"No","no","No","F",6,17,"Rural",0
"294",38,7500,0.55,"Pickup","Commercial","1","High School",158037,"0",22036,"Clerical","0","Yes","2",9416,"No","yes","No","M",6,32,"Urban",4
"295",44,33800,0,"Minivan","Private","0","Masters",398191,"2",155897,"Lawyer","2","No","1",0,"Yes","no","No","F",4,84,"Rural",13
"296",37,9370,1,"SUV","Private","0","No High School",132645,"1",17589,"Clerical","1","Yes","0",0,"No","no","No","F",6,51,"Urban",7
"297",57,18700,0,"Van","Commercial","1","Bachelors",222894,"0",68350,"Blue Collar","0","Yes","1",2757,"No","no","No","M",8,15,"Urban",12
"298",45,17300,1,"Sports Car","Private","3","High School",0,"2",39196,"Professional","0","No","3",7410,"Yes","no","No","F",14,25,"Urban",15
"299",53,14870,0,"Minivan","Private","0","PhD",205862,"0",59144,"Manager","0","Yes","0",0,"No","no","Yes","M",3,24,"Urban",6
"300",42,3470,0,"SUV","Private","1","PhD",0,"1",139335,"Manager","0","No","5",9828,"Yes","no","No","F",10,29,"Urban",7
"301",46,22790,1,"Panel Truck","Commercial","0","High School",236719,"0",45372,"Blue Collar","0","Yes","0",0,"No","no","No","M",4,24,"Urban",11
"302",49,6400,0,"Sports Car","Private","0","Bachelors",0,"0",0,"Home Maker","0","No","1",0,"No","no","No","F",6,23,"Rural",0
"303",50,5540,1,"Pickup","Commercial","0","High School",192990,"0",40447,"Blue Collar","0","Yes","0",0,"No","no","No","M",7,19,"Urban",14
"304",44,25040,0,"Sports Car","Private","1","Masters",221459,"2",68081,"Manager","1","No","6",47837,"Yes","no","Yes","F",6,32,"Urban",2
"305",41,5830,0,"Sports Car","Private","2","No High School",0,"1",2346,"Student","0","No","0",8521,"Yes","no","No","F",11,13,"Urban",14
"306",42,5700,1,"Pickup","Commercial","0","Bachelors",0,"0",0,"Student","0","Yes","5",0,"No","no","No","M",10,13,"Urban",0
"307",50,14120,1,"Minivan","Private","0","Masters",0,"0",126172,"Lawyer","0","No","0",0,"No","yes","No","M",6,43,"Urban",12
"308",43,5800,0,"Sports Car","Private","1","No High School",117111,"2",0,"Home Maker","0","Yes","3",4959,"No","no","No","F",6,44,"Urban",0
"309",48,17640,1,"Pickup","Commercial","0","High School",276395,"0",80756,"Blue Collar","0","Yes","0",0,"No","no","No","F",18,47,"Rural",10
"310",44,21160,0,"Van","Private","0","PhD",0,"0",18612,"Lawyer","0","No","1",0,"No","no","No","M",3,24,"Urban",11
"311",36,10790,1,"Pickup","Private","2","High School",0,"2",19934,"Clerical","0","No","9",7797,"Yes","yes","No","M",6,17,"Urban",13
"312",37,7510,0,"SUV","Private","2","High School",0,"3",0,"Home Maker","0","Yes","0",7421,"No","no","No","F",5,17,"Urban",0
"313",58,16140,0.09,"Minivan","Private","0","Bachelors",248930,"0",56383,"Professional","0","Yes","0",0,"No","no","No","F",9,31,"Urban",14
"314",38,8390,0,"Pickup","Commercial","3","High School",0,"2",30886,"Clerical","2","No","2",9267,"Yes","no","No","M",1,27,"Urban",11
"315",53,26400,1,"SUV","Commercial","0","High School",318906,"0",107394,"Blue Collar","0","Yes","2",0,"No","no","No","F",6,20,"Urban",14
"316",39,18960,0,"Minivan","Private","1","Masters",186000,"2",59402,"Lawyer","2","Yes","2",3182,"No","no","No","F",13,32,"Urban",7
"317",67,17760,0,"SUV","Private","0","Bachelors",190399,"0",45368,"Professional","0","Yes","0",0,"No","yes","Yes","M",4,33,"Urban",13
"318",36,17960,0,"Minivan","Private","2","No High School",103733,"0",15493,"Clerical","0","Yes","1",1038,"No","yes","No","M",12,11,"Urban",9
"319",35,10200,0,"Pickup","Private","2","High School",0,"0",51996,"Professional","0","No","5",41621,"No","yes","Yes","M",6,35,"Urban",10
"320",41,14600,0,"Minivan","Commercial","0","Bachelors",258626,"0",89968,"Blue Collar","0","Yes","0",0,"No","no","No","M",1,39,"Rural",10
"321",25,15740,0,"Minivan","Private","2","PhD",196842,"1",64122,"Doctor","0","Yes","0",28366,"No","yes","Yes","M",1,42,"Urban",11
"322",36,8390,1,"Pickup","Commercial","3","High School",122046,"2",20926,"Clerical","1","Yes","0",1429,"No","no","No","M",6,23,"Urban",14
"323",51,11720,0,"Pickup","Private","0","Bachelors",222759,"0",54197,"Manager","0","Yes","3",0,"No","yes","Yes","M",4,26,"Urban",13
"324",48,6640,0,"Pickup","Commercial","0","Masters",273348,"0",58039,"Manager","0","Yes","2",0,"No","yes","No","M",4,19,"Urban",10
"325",48,11690,1,"Sports Car","Private","3","High School",220705,"0",53878,"Clerical","0","Yes","7",26114,"No","no","Yes","F",1,29,"Urban",11
"326",38,13790,0,"SUV","Private","3","Masters",175085,"0",62756,"Lawyer","0","No","5",11836,"No","no","No","F",10,55,"Urban",12
"327",49,10810,0,"SUV","Commercial","2","Bachelors",0,"0",0,"Student","0","No","5",3461,"No","no","No","F",4,5,"Urban",0
"328",44,1500,0,"Sports Car","Private","0","Masters",155178,"3",0,"Lawyer","0","Yes","0",0,"No","no","No","F",10,47,"Urban",15
"329",33,19040,0,"SUV","Private","0","High School",0,"1",45680,"Blue Collar","0","No","0",0,"Yes","no","No","F",4,36,"Urban",11
"330",59,1500,0,"Sports Car","Commercial","2","Bachelors",328571,"0",131919,"Blue Collar","0","Yes","0",9343,"No","no","No","F",13,27,"Urban",11
"331",50,28280,0,"Pickup","Private","0","Bachelors",258711,"0",0,"Professional","0","Yes","1",0,"No","no","No","F",4,17,"Urban",12
"332",49,9340,0,"Pickup","Commercial","0","No High School",0,"0",0,"Blue Collar","0","Yes","0",0,"No","no","No","M",10,33,"Rural",8.9335
"333",47,15330,0,"SUV","Commercial","0","High School",193683,"0",25871,"Blue Collar","0","Yes","6",0,"No","no","Yes","F",1,38,"Urban",6
"334",50,11390,0,"Pickup","Private","0","No High School",117038,"0",15989,"Clerical","0","Yes","0",0,"No","no","No","M",11,22,"Urban",14
"335",48,15660,0,"Minivan","Private","3","Bachelors",0,"0",105567,"Manager","0","No","9",9837,"No","no","No","M",11,84,"Urban",8
"336",39,14600,1,"Minivan","Private","3","Bachelors",301965,"2",92000,"Professional","2","Yes","2",6627,"No","yes","No","M",1,50,"Urban",13
"337",50,32470,0,"Sports Car","Private","0","Masters",0,"0",0,"Lawyer","0","No","0",0,"No","no","No","F",1,13,"Urban",12
"338",47,15550,1,"Pickup","Private","0","High School",0,"0",45237,"Professional","0","No","0",0,"No","no","Yes","F",3,43,"Urban",10
"339",57,29080,0,"Panel Truck","Commercial","0","Masters",0,"0",101399,"Professional","0","No","0",0,"No","yes","No","M",4,5,"Urban",14
