"","TARGET_FLAG","TARGET_AMT","AGE","BLUEBOOK","NEW_CAR","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"181","0",0,47,14390,1,"Minivan","Private","0","High School",232928,"0",81899,"Professional","0","No","0",0,"No","yes","No","M",1,25,"Urban",10
"182","0",0,45,6120,1,"SUV","Commercial","0","High School",0,"3",1158,"Student","0","Yes","0",0,"No","no","No","F",10,10,"Rural",12.0516666666667
"183","0",0,53,22920,0,"Pickup","Private","0","High School",306745,"0",114088,"Manager","0","Yes","0",0,"No","no","No","F",10,25,"Urban",15
"184","0",0,51,25700,1,"Van","Private","0","High School",256152,"0",80621,"Professional","0","Yes","0",0,"No","no","No","F",1,27,"Urban",13
"185","0",0,51,6900,1,"Sports Car","Private","0","Masters",327651,"1",94328,"Lawyer","0","Yes","0",0,"No","no","No","F",3,44,"Urban",12
"186","1",53571.214081,36,42550,0,"Panel Truck","Commercial","1","Masters",253132,"3",49703,"Manager","0","No","0",35879,"Yes","yes","Yes","M",1,37,"Urban",11
"187","0",0,43,8160,0,"SUV","Private","3","Bachelors",179229,"0",0,"Manager","0","No","0",6836,"No","no","No","F",1,55,"Urban",12
"188","0",0,43,13160,1,"Minivan","Commercial","3","High School",209570,"0",0,"Blue Collar","0","Yes","3",8569,"No","no","Yes","F",13,32,"Urban",11
"189","1",4257,53,13850,0,"SUV","Private","0","No High School",108139,"0",25289,"Home Maker","0","Yes","0",0,"No","no","No","F",1,31,"Urban",13
"190","0",0,40,24220,0,"Panel Truck","Commercial","0","Masters",0,"0",95405,"Manager","0","No","3",0,"No","no","No","M",4,34,"Urban",7
"191","1",4277,31,14030,0,"SUV","Private","0","No High School",117229,"3",26112,"Clerical","0","Yes","0",0,"No","no","No","F",3,58,"Rural",14
"192","1",19597.135871,58,14870,0,"SUV","Private","0","PhD",0,"0",131560,"Doctor","0","No","2",0,"No","no","No","F",1,40,"Urban",12
"193","0",0,50,23260,0,"Van","Private","0","Masters",295771,"0",90566,"Lawyer","0","No","0",0,"No","no","No","F",17,40,"Urban",14
"194","0",0,45,12240,1,"Minivan","Commercial","0","High School",203472,"2",62447,"Blue Collar","0","No","0",0,"Yes","yes","No","M",7,39,"Urban",12
"195","0",0,46,12070,0,"SUV","Private","0","Masters",337340,"0",108701,"Manager","0","Yes","0",0,"No","no","No","F",3,39,"Urban",5
"196","0",0,47,21070,0,"Van","Commercial","1","High School",254197,"0",94774,"Manager","0","No","1",3460,"No","no","No","M",1,43,"Urban",12
"197","0",0,43,23190,0,"Minivan","Commercial","0","Bachelors",288115,"2",72357,"Blue Collar","1","Yes","0",0,"No","yes","No","M",1,40,"Urban",16
"198","0",0,48,28380,0,"Pickup","Commercial","0","PhD",336063,"0",140112,"Manager","0","No","2",0,"No","no","No","F",10,47,"Urban",11
"199","0",0,39,10950,0,"Pickup","Commercial","0","High School",173712,"0",19016,"Professional","0","No","0",0,"No","yes","No","M",13,22,"Rural",11
"200","0",0,49,19810,1,"Minivan","Private","0","High School",0,"0",0,"Home Maker","0","No","1",0,"No","no","No","F",7,55,"Rural",0
"201","0",0,45,7990,1,"Sports Car","Private","0","No High School",130331,"0",19909,"Clerical","0","Yes","0",0,"No","no","No","F",1,14,"Urban",11.5941666666667
"202","0",0,36,7080,0,"SUV","Private","1","Masters",99107,"0",4885,"Lawyer","0","Yes","5",5486,"No","no","No","F",6,35,"Urban",9.85085714285714
"203","1",2738,59,24130,0,"Pickup","Commercial","0","Masters",0,"1",119382,"Manager","1","No","0",0,"Yes","no","No","F",13,26,"Urban",12
"204","0",0,60,11380,0,"Pickup","Commercial","3","Masters",224350,"0",89511,"Manager","0","Yes","0",4470,"No","yes","No","M",4,5,"Urban",13
"205","0",0,49,19840,0.13,"SUV","Private","0","Bachelors",332673,"0",107375,"Professional","0","Yes","0",0,"No","no","No","F",3,12,"Urban",15
"206","0",0,45,6200,1,"SUV","Private","0","High School",165094,"2",36947,"Clerical","0","Yes","0",0,"No","no","No","F",6,32,"Urban",13
"207","0",0,34,12250,0,"Minivan","Commercial","0","No High School",0,"2",27581,"Blue Collar","0","No","6",0,"Yes","yes","No","M",4,38,"Rural",13
"208","1",1146,57,7200,0.476666666666667,"Pickup","Private","0","No High School",0,"0",8212,"Student","0","Yes","0",0,"No","yes","No","M",4,5,"Urban",14
"209","0",0,33,13420,0,"Minivan","Private","0","Bachelors",241285,"1",86187,"Professional","0","No","1",0,"Yes","no","No","M",17,81,"Rural",11
"210","0",0,52,22280,0,"Minivan","Commercial","0","High School",0,"0",42255,"Blue Collar","0","No","1",0,"No","no","No","M",3,61,"Urban",12
"211","0",0,53,16020,0,"SUV","Private","2","High School",0,"0",37646,"Clerical","0","Yes","0",7462,"No","no","No","F",4,19,"Urban",13
"212","0",0,57,32530,0,"Minivan","Commercial","0","Bachelors",261901,"0",0,"Blue Collar","0","Yes","2",0,"No","no","No","F",1,41,"Urban",8
"213","0",0,37,16800,0,"SUV","Private","0","Bachelors",0,"0",116043,"Home Maker","0","No","3",0,"No","no","No","F",17,40,"Urban",11
"214","0",0,45,14950,0,"Minivan","Private","0","Bachelors",239934,"2",89479,"Manager","0","Yes","0",0,"No","yes","No","M",10,30,"Urban",12.1684285714286
"215","0",0,38,15120,0,"Minivan","Private","3","Bachelors",0,"0",92917,"Professional","0","No","0",722,"No","yes","No","M",1,57,"Rural",8
"216","0",0,36,8070,0,"SUV","Private","2","No High School",0,"3",29741,"Clerical","0","No","0",2797,"Yes","no","No","F",6,32,"Urban",7
"217","0",0,51,11180,1,"Pickup","Commercial","0","High School",120377,"0",3673,"Student","0","Yes","0",0,"No","no","No","M",10,5,"Rural",12
"218","1",4658,39,21770,0,"Van","Commercial","3","Masters",0,"2",61370,"Manager","1","No","0",35577,"Yes","yes","Yes","M",6,6,"Urban",15
"219","0",0,51,2600,0,"SUV","Private","0","No High School",195096,"0",32159,"Blue Collar","0","No","2",0,"No","no","Yes","F",6,46,"Rural",13
"220","0",0,40,8260,1,"SUV","Private","0","No High School",138444,"3",20126,"Blue Collar","2","No","0",0,"Yes","no","No","F",6,5,"Urban",14
"221","1",5259,54,30260,0,"SUV","Private","0","No High School",148676,"0",44782,"Clerical","0","No","0",0,"No","no","No","F",3,83,"Urban",11
"222","0",0,34,10880,0,"SUV","Commercial","0","Bachelors",0,"4",59828,"Blue Collar","0","No","0",0,"Yes","no","No","F",10,56,"Urban",14
"223","0",0,41,13000,0,"Sports Car","Private","1","Masters",247884,"2",74022,"Manager","1","Yes","0",4418,"No","no","No","F",10,51,"Urban",14
"224","0",0,36,14860,0,"Minivan","Commercial","4","Bachelors",235169,"0",80256,"Blue Collar","0","Yes","1",2592,"No","yes","No","M",4,9,"Urban",11
"225","0",0,55,22770,1,"Panel Truck","Commercial","1","High School",0,"0",6094,"Student","0","Yes","1",2631,"No","yes","No","M",4,28,"Urban",14
"226","0",0,45,14300,0,"Minivan","Private","1","Masters",69743,"2",0,"Home Maker","1","Yes","1",9062,"No","no","No","F",1,27,"Urban",0
"227","1",3769,45,7200,0,"Pickup","Commercial","0","No High School",128194,"2",30085,"Clerical","2","Yes","3",0,"No","no","Yes","M",4,44,"Urban",12
"228","0",0,50,14520,0,"Pickup","Private","2","Masters",0,"0",80241,"Lawyer","0","No","7",7628,"No","no","No","F",4,17,"Urban",11
"229","0",0,55,27400,0,"Van","Commercial","0","Bachelors",245678,"0",55673,"Blue Collar","0","Yes","0",0,"No","no","No","F",14,43,"Urban",12
"230","1",4363.2375823,44,22450,1,"Minivan","Private","1","High School",0,"0",32317,"Clerical","0","No","8",3738,"No","yes","No","M",7,68,"Urban",8
"231","0",0,50,13320,0,"Minivan","Private","3","Masters",0,"0",58762,"Lawyer","0","No","0",5253,"No","yes","No","M",6,13,"Urban",9
"232","0",0,60,7900,0,"Sports Car","Private","3","PhD",270631,"0",76899,"Doctor","0","Yes","0",45574,"No","yes","Yes","M",4,34,"Urban",15
"233","0",0,40,10360,0,"Pickup","Commercial","0","High School",0,"0",48640,"Blue Collar","0","No","0",0,"No","no","No","M",1,19,"Rural",12
"234","0",0,57,15760,0,"Sports Car","Commercial","3","High School",248326,"0",78592,"Blue Collar","0","Yes","0",9462,"No","no","No","F",7,42,"Urban",6
"235","1",5523,47,18150,0.33,"Van","Commercial","1","High School",0,"0",21282,"Student","0","Yes","3",6544,"No","no","No","M",1,40,"Urban",11.25
"236","1",7390.4399588,64,7650,0,"Sports Car","Private","0","Masters",248878,"0",61521,"Lawyer","0","Yes","8",0,"No","no","No","F",1,41,"Urban",13
"237","1",1164.9880662,34,5300,0,"Minivan","Private","2","Masters",229868,"1",105554,"Lawyer","0","No","2",7504,"Yes","no","No","M",4,75,"Urban",9
"238","0",0,52,6700,0,"SUV","Private","0","Masters",405910,"0",147666,"Lawyer","0","Yes","0",0,"No","no","No","F",11,43,"Rural",6
"239","1",2362,42,23900,0,"Panel Truck","Commercial","2","Masters",0,"1",69290,"Manager","1","No","1",1052,"Yes","yes","No","M",4,30,"Urban",3
"240","1",6142,45,3100,0,"Sports Car","Private","2","No High School",0,"2",2954,"Clerical","0","No","4",10099,"Yes","yes","No","F",9,21,"Urban",8
"241","0",0,54,17480,0,"Minivan","Private","0","Masters",0,"0",105762,"Lawyer","0","No","2",0,"No","yes","Yes","M",6,5,"Urban",11
"242","0",0,42,13020,1,"SUV","Private","1","Bachelors",243880,"2",79185,"Professional","0","Yes","5",6689,"No","no","No","F",3,28,"Urban",11
"243","0",0,56,18270,0,"SUV","Private","0","PhD",0,"0",111702,"Manager","0","No","0",0,"No","no","No","F",6,18,"Urban",13
"244","0",0,59,7500,0.43,"SUV","Private","0","High School",158960,"0",5005,"Student","0","No","0",0,"No","no","Yes","F",1,30,"Urban",12
"245","0",0,35,7700,1,"SUV","Commercial","2","High School",0,"0",13760,"Student","0","No","3",10177,"No","no","No","F",6,27,"Urban",11
"246","1",1065,54,20090,0,"Minivan","Private","2","PhD",316419,"0",88668,"Lawyer","0","Yes","1",10520,"No","no","No","F",4,63,"Urban",13
"247","1",5075,50,10480,0,"Sports Car","Private","2","Masters",109134,"0",2657,"Home Maker","0","Yes","2",20452,"No","no","Yes","F",13,63,"Urban",13
"248","0",0,29,10470,0,"SUV","Commercial","3","Bachelors",201650,"1",51122,"Blue Collar","0","Yes","9",19030,"No","no","Yes","F",1,40,"Urban",11
"249","1",680,57,11650,1,"SUV","Private","1","High School",0,"0",0,"Clerical","0","No","0",10231,"No","no","No","F",4,19,"Urban",12
"250","0",0,43,27180,0.04,"Panel Truck","Commercial","2","Bachelors",0,"0",97953,"Blue Collar","0","No","4",4784,"No","no","No","M",1,43,"Urban",10
"251","0",0,44,14190,0,"Sports Car","Private","2","Bachelors",104490,"0",0,"Home Maker","0","Yes","2",35430,"No","no","Yes","F",4,28,"Urban",0
"252","0",0,38,13800,0,"SUV","Commercial","2","Bachelors",234151,"2",83937,"Blue Collar","1","Yes","0",10851,"No","no","No","F",3,28,"Urban",14
"253","0",0,37,13340,0,"SUV","Private","0","Bachelors",0,"2",96188,"Professional","1","No","1",0,"Yes","no","Yes","F",1,49,"Urban",14
"254","0",0,55,13340,0,"SUV","Private","1","Bachelors",115540,"1",17820,"Home Maker","1","Yes","3",6913,"No","no","No","F",1,32,"Rural",14
"255","0",0,51,5990,0,"Sports Car","Private","0","Bachelors",228994,"2",62894,"Clerical","2","Yes","0",0,"No","no","Yes","F",17,84,"Rural",14
"256","1",2287,42,11750,0,"Minivan","Commercial","1","Bachelors",169854,"2",68090,"Blue Collar","1","No","3",9261,"Yes","no","No","F",1,45,"Urban",12
"257","1",6195,45,6100,1,"Pickup","Commercial","1","High School",0,"2",25032,"Clerical","0","No","5",5771,"Yes","yes","No","F",1,34,"Rural",4
"258","1",4862,54,23250,0,"Panel Truck","Commercial","1","Masters",194227,"0",52078,"Manager","0","Yes","4",5039,"No","yes","No","M",1,51,"Urban",12
"259","0",0,48,16730,0,"SUV","Private","0","Bachelors",135679,"0",22633,"Manager","0","Yes","0",0,"No","no","No","F",13,30,"Urban",12
"260","0",0,50,4980,1,"Minivan","Private","0","No High School",109511,"0",0,"Student","0","Yes","0",0,"No","no","No","M",6,32,"Rural",0
"261","1",9775.6413423,25,20630,1,"SUV","Commercial","2","High School",0,"1",51544,"Blue Collar","0","No","8",7767,"Yes","no","No","F",1,44,"Urban",9
"262","0",0,35,13440,0,"Minivan","Private","4","PhD",213173,"0",72389,"Lawyer","0","No","2",8185,"No","no","No","F",1,45,"Urban",9
"263","1",3418,29,22340,1,"Sports Car","Commercial","1","High School",0,"1",73842,"Blue Collar","0","No","4",4769,"Yes","no","No","F",1,25,"Urban",8
"264","1",4423,45,6000,1,"Pickup","Private","1","No High School",0,"2",0,"Student","1","No","3",41818,"Yes","no","Yes","M",1,33,"Urban",0
"265","0",0,37,10370,0,"SUV","Private","2","Bachelors",141069,"0",0,"Professional","0","No","0",663,"No","no","No","F",6,34,"Urban",14
"266","0",0,56,7100,0,"Pickup","Commercial","0","PhD",321674,"0",109521,"Manager","0","Yes","2",0,"No","no","No","M",7,30,"Urban",16
"267","0",0,45,13060,1,"SUV","Private","0","Masters",212081,"3",71969,"Lawyer","0","No","0",0,"Yes","no","No","F",6,44,"Urban",17
"268","0",0,48,24150,0,"Minivan","Private","0","Bachelors",0,"0",0,"Professional","0","No","1",0,"No","no","No","F",4,43,"Rural",10
"269","0",0,52,6700,1,"Pickup","Commercial","0","No High School",163285,"0",37295,"Blue Collar","0","No","0",0,"No","yes","No","M",4,28,"Rural",13
"270","0",0,40,13780,0,"Minivan","Commercial","2","High School",0,"0",50224,"Blue Collar","0","No","6",1937,"No","yes","No","M",1,16,"Urban",7
"271","1",2328,41,29470,0,"Sports Car","Private","0","Masters",260749,"1",109957,"Lawyer","0","Yes","1",0,"No","no","No","F",6,50,"Urban",13
"272","0",0,44,5900,1,"Pickup","Private","1","PhD",141312,"2",44141,"Doctor","0","Yes","0",7401,"No","no","No","M",10,11,"Urban",14
"273","0",0,54,16580,0,"Van","Private","2","Masters",0,"0",30388,"Lawyer","0","No","0",27130,"No","no","No","M",4,24,"Urban",10.7283333333333
"274","0",0,42,5700,0,"Pickup","Commercial","0","Masters",285727,"0",85752,"Manager","0","Yes","2",0,"No","no","No","M",13,36,"Urban",12
"275","0",0,50,15330,0,"Minivan","Private","0","No High School",0,"0",8345,"Student","0","Yes","0",0,"No","yes","No","M",10,39,"Rural",11
"276","1",4700,38,6350,0,"Minivan","Private","1","No High School",66515,"0",10486,"Clerical","0","Yes","4",5702,"No","no","No","M",1,33,"Urban",14
"277","0",0,36,14640,0,"SUV","Commercial","0","High School",141018,"0",33284,"Blue Collar","0","Yes","0",0,"No","no","No","F",10,68,"Urban",12
"278","1",6880,62,23470,0,"Sports Car","Commercial","3","Bachelors",171810,"0",33713,"Blue Collar","0","Yes","0",41913,"No","no","Yes","F",4,26,"Urban",12
"279","0",0,47,24120,1,"SUV","Private","0","PhD",420966,"0",144957,"Doctor","0","No","4",0,"No","no","No","F",3,22,"Urban",7
"280","0",0,46,6100,0,"Pickup","Private","2","High School",241733,"0",79317,"Professional","0","Yes","7",4263,"No","yes","No","M",1,5,"Urban",8
"281","0",0,42,22560,0,"Panel Truck","Commercial","4","Masters",0,"0",64705,"Manager","0","No","6",10375,"No","yes","No","M",1,46,"Urban",9
"282","0",0,33,10160,1,"Pickup","Private","1","No High School",0,"3",0,"Student","0","Yes","3",8118,"No","yes","No","M",6,27,"Urban",0
"283","0",0,43,24360,0.0199999999999998,"Minivan","Private","0","PhD",0,"0",142297,"Lawyer","0","No","0",0,"No","no","No","F",6,6,"Urban",11
"284","1",4875,45,6960,0,"SUV","Private","0","Masters",301739,"3",94325,"Lawyer","0","Yes","2",0,"No","no","No","M",1,55,"Urban",14
"285","0",0,55,22980,0,"Panel Truck","Commercial","0","PhD",210378,"0",72337,"Manager","0","Yes","2",0,"No","no","No","M",3,28,"Urban",14
"286","0",0,27,4200,0.463333333333333,"Minivan","Private","0","High School",0,"2",1212,"Student","0","Yes","2",0,"No","yes","No","M",11,30,"Urban",14
"287","0",0,41,17410,0,"Minivan","Private","0","Masters",0,"0",157237,"Manager","0","No","0",0,"No","no","No","F",7,45,"Urban",13
"288","0",0,40,9960,1,"Pickup","Commercial","1","Bachelors",57657,"1",5322,"Home Maker","0","Yes","3",5489,"No","no","No","F",1,32,"Urban",13
"289","0",0,57,17440,0,"SUV","Private","0","High School",167419,"0",51737,"Blue Collar","0","Yes","1",0,"No","no","Yes","F",6,56,"Rural",15
"290","1",17290.257664,64,28710,0,"Pickup","Commercial","0","High School",0,"0",38020,"Blue Collar","0","Yes","0",0,"No","yes","No","M",7,11,"Urban",9
"291","1",5395,32,11480,1,"Minivan","Private","4","High School",212562,"2",60050,"Clerical","0","No","2",17493,"Yes","no","Yes","F",1,31,"Urban",9
"292","1",5021,39,22920,0,"Sports Car","Private","0","Bachelors",0,"2",0,"Manager","2","No","0",0,"Yes","no","No","F",1,16,"Urban",11
"293","0",0,37,14930,0,"Minivan","Commercial","2","Bachelors",252596,"0",97266,"Blue Collar","0","No","0",4048,"No","no","No","F",10,21,"Urban",7
"294","0",0,45,7980,0,"SUV","Private","0","High School",0,"2",19793,"Home Maker","0","Yes","0",0,"No","no","Yes","F",6,5,"Urban",14
"295","0",0,39,14100,1,"Sports Car","Commercial","0","No High School",131770,"2",50875,"Blue Collar","0","Yes","3",0,"No","no","No","F",6,23,"Urban",14
"296","0",0,41,9800,1,"SUV","Private","0","High School",166326,"2",32057,"Clerical","1","Yes","0",0,"No","no","No","F",10,20,"Rural",10
"297","1",3149,35,16370,1,"Van","Commercial","2","High School",154297,"0",62036,"Blue Collar","0","Yes","7",3913,"No","yes","No","M",4,5,"Urban",7
"298","1",3602,64,11950,0,"Sports Car","Commercial","1","High School",208306,"0",40528,"Blue Collar","0","Yes","6",5137,"No","no","No","F",7,54,"Urban",15
"299","0",0,46,34020,0,"Panel Truck","Commercial","3","PhD",0,"0",266027,"Manager","0","No","6",1332,"No","yes","No","M",1,52,"Urban",13
"300","0",0,59,20540,0,"SUV","Private","0","PhD",0,"0",158703,"Doctor","0","No","0",0,"No","no","No","F",17,32,"Urban",15
"301","1",2516,39,10210,0.57,"Pickup","Private","0","High School",187514,"2",52950,"Manager","1","Yes","0",0,"No","yes","Yes","M",1,6,"Urban",13
"302","1",3259,40,5460,1,"Sports Car","Private","2","High School",193495,"1",39600,"Clerical","0","No","5",4188,"Yes","no","No","F",1,37,"Urban",12
"303","0",0,43,8530,1,"SUV","Commercial","0","High School",219801,"0",67109,"Blue Collar","0","Yes","0",0,"No","no","No","F",10,38,"Urban",8
"304","0",0,48,7210,0,"Minivan","Private","0","Bachelors",257475,"0",75723,"Professional","0","Yes","0",0,"No","no","No","F",13,37,"Urban",13
"305","0",0,48,6520,1,"Minivan","Private","0","No High School",0,"0",0,"Student","0","Yes","0",0,"No","yes","Yes","M",3,47,"Rural",0
"306","0",0,60,16780,0,"Sports Car","Private","2","Bachelors",330229,"0",0,"Manager","0","Yes","3",4500,"No","no","No","F",10,39,"Urban",15
"307","0",0,59,21730,0,"Van","Private","0","PhD",483645,"0",186632,"Manager","0","Yes","2",0,"No","no","No","M",1,35,"Urban",11
"308","0",0,43,17960,0,"SUV","Private","1","Masters",278248,"0",97103,"Lawyer","0","No","4",3575,"No","no","No","F",4,17,"Urban",8
"309","1",3085,43,14240,1,"SUV","Private","0","No High School",86118,"1",0,"Home Maker","0","No","1",0,"Yes","no","No","F",4,41,"Urban",0
"310","0",0,64,5010,0.0499999999999999,"Sports Car","Private","2","Masters",248599,"0",75166,"Manager","0","No","0",4750,"No","no","No","F",6,31,"Urban",7
"311","1",3593,55,8560,0,"Sports Car","Private","2","Bachelors",68500,"0",0,"Home Maker","0","Yes","5",3769,"No","no","No","F",6,11,"Urban",0
"312","1",457.55636455,54,7960,0,"Pickup","Commercial","2","High School",0,"0",10617,"Student","0","Yes","2",1079,"No","no","No","M",10,14,"Urban",12
"313","0",0,35,13420,1,"SUV","Private","2","High School",148536,"3",33799,"Clerical","2","Yes","9",8174,"No","no","No","F",10,48,"Urban",8
"314","1",6143,46,29220,0,"Panel Truck","Commercial","0","Masters",375813,"0",140766,"Manager","0","No","1",0,"No","yes","No","M",13,41,"Urban",8
"315","1",4524,26,4100,0,"Sports Car","Commercial","3","Bachelors",0,"1",0,"Student","0","Yes","5",11279,"No","no","No","F",1,10,"Urban",0
"316","1",4480,43,11510,0,"Pickup","Commercial","0","High School",173103,"2",46224,"Blue Collar","0","Yes","0",0,"No","yes","Yes","M",13,45,"Urban",11
"317","0",0,43,26290,0,"Sports Car","Private","0","Masters",298385,"0",91877,"Lawyer","0","No","2",0,"No","no","Yes","F",16,5,"Urban",8
"318","0",0,54,9060,0,"SUV","Private","3","Masters",445020,"0",193895,"Lawyer","0","Yes","0",3400,"No","no","No","F",10,51,"Urban",13
"319","0",0,45,26500,0,"Panel Truck","Commercial","0","High School",0,"0",0,"Student","0","No","2",0,"No","yes","No","M",10,36,"Rural",0
"320","1",1766,46,25420,1,"Panel Truck","Commercial","0","High School",150102,"0",31177,"Professional","0","No","1",0,"No","no","No","M",9,41,"Urban",10.5333333333333
